date,state,district,pincode,bio_0_5,bio_5_17,bio_18_30,bio_30_60,bio_60_plus,bio_total,demo_0_5,demo_5_17,demo_18_30,demo_30_60,demo_60_plus,demo_total,mobile_updates,enrol_0_5,enrol_5_17,enrol_18_30,enrol_30_60,enrol_60_plus,enrol_total
2025-10-19,Karnataka,Mysore,573512,14,43,40,55,12,164,7,15,41,29,12,104,33,1650,3713,5157,7220,2888,20628
2025-10-20,Karnataka,Mysore,573512,35,140,129,185,29,518,19,49,144,99,37,348,116,1650,3713,5157,7220,2888,20628
2025-10-21,Karnataka,Mysore,573512,36,123,113,159,31,462,19,43,122,85,34,303,97,1650,3713,5157,7220,2888,20628
2025-10-22,Karnataka,Mysore,573512,18,64,59,84,15,240,9,22,65,45,17,158,52,1650,3713,5157,7220,2888,20628
2025-10-23,Karnataka,Mysore,573512,9,32,30,42,8,121,5,11,32,22,9,79,26,1650,3713,5157,7220,2888,20628
2025-10-24,Karnataka,Mysore,573512,19,56,52,72,17,216,10,20,54,38,16,138,43,1650,3713,5157,7220,2888,20628
2025-10-25,Karnataka,Mysore,573512,8,31,28,40,7,114,4,11,31,21,8,75,25,1650,3713,5157,7220,2888,20628
2025-10-26,Karnataka,Mysore,573512,15,50,47,65,14,191,8,18,49,35,14,124,39,1650,3713,5157,7220,2888,20628
2025-10-27,Karnataka,Mysore,573512,57,183,170,236,50,696,30,66,179,126,51,452,143,1650,3713,5157,7220,2888,20628
2025-10-28,Karnataka,Mysore,573512,48,146,135,187,42,558,25,53,141,100,42,361,112,1650,3713,5157,7220,2888,20628
2025-10-29,Karnataka,Mysore,573512,15,61,56,80,13,225,8,21,62,43,16,150,50,1650,3713,5157,7220,2888,20628
2025-10-30,Karnataka,Mysore,573512,1,15,14,21,0,51,0,4,17,11,3,35,14,1650,3713,5157,7220,2888,20628
2025-10-31,Karnataka,Mysore,573512,10,33,30,42,9,124,5,12,32,22,9,80,25,1650,3713,5157,7220,2888,20628
2025-11-01,Karnataka,Mysore,573512,10,28,26,35,9,108,5,10,26,18,8,67,20,1650,3713,5157,7220,2888,20628
2025-11-02,Karnataka,Mysore,573512,17,45,43,57,16,178,9,17,42,30,14,112,33,1650,3713,5157,7220,2888,20628
2025-11-03,Karnataka,Mysore,573512,44,141,131,182,39,537,23,51,138,97,40,349,110,1650,3713,5157,7220,2888,20628
2025-11-04,Karnataka,Mysore,573512,20,80,74,106,17,297,11,28,82,57,21,199,66,1650,3713,5157,7220,2888,20628
2025-11-05,Karnataka,Mysore,573512,4,18,16,23,3,64,2,6,18,12,4,42,15,1650,3713,5157,7220,2888,20628
2025-11-06,Karnataka,Mysore,573512,0,0,0,2,0,2,0,0,3,1,0,4,3,1650,3713,5157,7220,2888,20628
2025-11-07,Karnataka,Mysore,573512,10,15,14,17,10,66,5,6,11,9,6,37,8,1650,3713,5157,7220,2888,20628
2025-11-08,Karnataka,Mysore,573512,6,14,13,18,5,56,3,5,13,9,4,34,10,1650,3713,5157,7220,2888,20628
2025-11-09,Karnataka,Mysore,573512,21,42,40,51,20,174,10,16,36,27,14,103,27,1650,3713,5157,7220,2888,20628
2025-11-10,Karnataka,Mysore,573512,31,107,99,139,27,403,17,38,106,74,29,264,85,1650,3713,5157,7220,2888,20628
2025-11-11,Karnataka,Mysore,573512,21,70,65,91,18,265,11,25,69,48,19,172,55,1650,3713,5157,7220,2888,20628
2025-11-12,Karnataka,Mysore,573512,0,4,4,7,0,15,0,1,6,4,0,11,5,1650,3713,5157,7220,2888,20628
2025-11-13,Karnataka,Mysore,573512,0,4,3,6,0,13,0,1,5,3,0,9,4,1650,3713,5157,7220,2888,20628
2025-11-14,Karnataka,Mysore,573512,0,0,0,0,0,0,0,0,1,0,0,1,2,1650,3713,5157,7220,2888,20628
2025-11-15,Karnataka,Mysore,573512,8,21,20,27,8,84,4,8,19,14,6,51,15,1650,3713,5157,7220,2888,20628
2025-11-16,Karnataka,Mysore,573512,14,40,37,51,12,154,7,14,38,27,11,97,30,1650,3713,5157,7220,2888,20628
2025-11-17,Karnataka,Mysore,573512,44,146,135,189,39,553,23,52,144,101,41,361,115,1650,3713,5157,7220,2888,20628
2025-11-18,Karnataka,Mysore,573512,25,101,93,133,21,373,14,35,103,71,26,249,83,1650,3713,5157,7220,2888,20628
2025-11-19,Karnataka,Mysore,573512,8,45,41,61,7,162,5,15,48,33,11,112,39,1650,3713,5157,7220,2888,20628
2025-11-20,Karnataka,Mysore,573512,13,33,31,41,12,130,7,12,30,22,10,81,23,1650,3713,5157,7220,2888,20628
2025-11-21,Karnataka,Mysore,573512,9,39,36,51,8,143,5,13,40,27,10,95,32,1650,3713,5157,7220,2888,20628
2025-11-22,Karnataka,Mysore,573512,15,38,36,48,14,151,8,14,35,25,12,94,27,1650,3713,5157,7220,2888,20628
2025-11-23,Karnataka,Mysore,573512,15,50,46,64,13,188,8,18,49,34,14,123,39,1650,3713,5157,7220,2888,20628
2025-11-24,Karnataka,Mysore,573512,53,179,166,233,46,677,28,64,178,124,50,444,142,1650,3713,5157,7220,2888,20628
2025-11-25,Karnataka,Mysore,573512,51,154,143,197,46,591,27,56,149,105,44,381,118,1650,3713,5157,7220,2888,20628
2025-11-26,Karnataka,Mysore,573512,23,77,72,100,20,292,12,27,77,54,21,191,61,1650,3713,5157,7220,2888,20628
2025-11-27,Karnataka,Mysore,573512,14,40,38,51,13,156,7,15,38,27,12,99,30,1650,3713,5157,7220,2888,20628
2025-11-28,Karnataka,Mysore,573512,13,44,41,57,11,166,7,15,44,30,12,108,35,1650,3713,5157,7220,2888,20628
2025-11-29,Karnataka,Mysore,573512,14,35,33,44,13,139,7,13,32,23,11,86,25,1650,3713,5157,7220,2888,20628
2025-11-30,Karnataka,Mysore,573512,9,38,35,51,7,140,4,13,40,27,10,94,32,1650,3713,5157,7220,2888,20628
2025-12-01,Karnataka,Mysore,573512,38,143,132,186,33,532,21,50,144,100,38,353,116,1650,3713,5157,7220,2888,20628
2025-12-02,Karnataka,Mysore,573512,26,98,90,128,22,364,14,34,99,69,26,242,80,1650,3713,5157,7220,2888,20628
2025-12-03,Karnataka,Mysore,573512,5,28,25,37,4,99,2,9,30,20,6,67,24,1650,3713,5157,7220,2888,20628
2025-12-04,Karnataka,Mysore,573512,0,0,0,0,0,0,0,0,1,0,0,1,2,1650,3713,5157,7220,2888,20628
2025-12-05,Karnataka,Mysore,573512,6,11,10,13,5,45,3,4,9,7,4,27,6,1650,3713,5157,7220,2888,20628
2025-12-06,Karnataka,Mysore,573512,2,11,10,15,1,39,1,3,12,8,2,26,10,1650,3713,5157,7220,2888,20628
2025-12-07,Karnataka,Mysore,573512,0,20,18,28,0,66,0,6,23,15,3,47,19,1650,3713,5157,7220,2888,20628
2025-12-08,Karnataka,Mysore,573512,30,106,98,139,26,399,16,37,107,74,29,263,85,1650,3713,5157,7220,2888,20628
2025-12-09,Karnataka,Mysore,573512,18,67,62,87,16,250,10,23,67,47,18,165,54,1650,3713,5157,7220,2888,20628
2025-12-10,Karnataka,Mysore,573512,0,3,2,5,0,10,0,0,5,3,0,8,4,1650,3713,5157,7220,2888,20628
2025-12-11,Karnataka,Mysore,573512,4,9,8,11,3,35,2,3,8,6,3,22,6,1650,3713,5157,7220,2888,20628
2025-12-12,Karnataka,Mysore,573512,5,11,10,13,5,44,3,4,9,6,3,25,6,1650,3713,5157,7220,2888,20628
2025-12-13,Karnataka,Mysore,573512,1,11,10,15,1,38,1,3,12,8,2,26,10,1650,3713,5157,7220,2888,20628
2025-12-14,Karnataka,Mysore,573512,6,29,26,38,5,104,3,9,30,20,7,69,24,1650,3713,5157,7220,2888,20628
2025-12-15,Karnataka,Mysore,573512,40,132,123,171,35,501,21,47,131,91,37,327,104,1650,3713,5157,7220,2888,20628
2025-12-16,Karnataka,Mysore,573512,33,105,97,135,30,400,17,38,102,72,30,259,81,1650,3713,5157,7220,2888,20628
2025-12-17,Karnataka,Mysore,573512,11,41,38,54,9,153,6,14,41,29,11,101,33,1650,3713,5157,7220,2888,20628
2025-12-18,Karnataka,Mysore,573512,1,9,8,12,0,30,0,2,10,6,2,20,8,1650,3713,5157,7220,2888,20628
2025-12-19,Karnataka,Mysore,573512,16,43,40,54,15,168,8,16,40,29,13,106,31,1650,3713,5157,7220,2888,20628
2025-12-20,Karnataka,Mysore,573512,8,28,26,36,6,104,4,10,28,19,7,68,22,1650,3713,5157,7220,2888,20628
2025-12-21,Karnataka,Mysore,573512,15,48,45,62,13,183,8,17,47,33,13,118,38,1650,3713,5157,7220,2888,20628
2025-12-22,Karnataka,Mysore,573512,61,189,175,243,54,722,32,68,184,130,54,468,146,1650,3713,5157,7220,2888,20628
2025-12-23,Karnataka,Mysore,573512,35,132,122,173,30,492,19,46,133,92,35,325,107,1650,3713,5157,7220,2888,20628
2025-12-24,Karnataka,Mysore,573512,20,75,69,98,17,279,11,26,76,53,20,186,61,1650,3713,5157,7220,2888,20628
2025-12-25,Karnataka,Mysore,573512,10,38,35,50,9,142,5,13,39,27,10,94,31,1650,3713,5157,7220,2888,20628
2025-12-26,Karnataka,Mysore,573512,13,50,46,65,11,185,7,17,50,35,13,122,40,1650,3713,5157,7220,2888,20628
2025-12-27,Karnataka,Mysore,573512,14,37,34,47,12,144,7,13,34,25,11,90,27,1650,3713,5157,7220,2888,20628
2025-12-28,Karnataka,Mysore,573512,18,52,48,66,16,200,9,19,49,35,15,127,39,1650,3713,5157,7220,2888,20628
2025-12-29,Karnataka,Mysore,573512,42,157,145,205,36,585,23,55,158,110,42,388,127,1650,3713,5157,7220,2888,20628
2025-12-30,Karnataka,Mysore,573512,46,136,127,174,42,525,24,50,131,93,40,338,104,1650,3713,5157,7220,2888,20628
2025-12-31,Karnataka,Mysore,573512,13,50,46,65,12,186,7,17,50,35,13,122,40,1650,3713,5157,7220,2888,20628
2026-01-01,Karnataka,Mysore,573512,4,10,9,12,4,39,2,4,9,6,3,24,7,1650,3713,5157,7220,2888,20628
2026-01-02,Karnataka,Mysore,573512,0,0,0,0,0,0,0,0,2,0,0,2,3,1650,3713,5157,7220,2888,20628
2026-01-03,Karnataka,Mysore,573512,4,17,15,22,3,61,2,5,17,12,4,40,14,1650,3713,5157,7220,2888,20628
2026-01-04,Karnataka,Mysore,573512,12,35,33,45,10,135,6,13,34,24,10,87,27,1650,3713,5157,7220,2888,20628
2026-01-05,Karnataka,Mysore,573512,30,112,103,147,26,418,16,39,113,79,30,277,91,1650,3713,5157,7220,2888,20628
2026-01-06,Karnataka,Mysore,573512,23,77,71,100,20,291,12,27,76,53,21,189,61,1650,3713,5157,7220,2888,20628
2026-01-07,Karnataka,Mysore,573512,2,10,9,13,2,36,1,3,10,7,2,23,8,1650,3713,5157,7220,2888,20628
2026-01-08,Karnataka,Mysore,573512,4,9,8,11,3,35,2,3,8,6,3,22,6,1650,3713,5157,7220,2888,20628
2026-01-09,Karnataka,Mysore,573512,1,6,5,8,1,21,0,2,6,4,1,13,5,1650,3713,5157,7220,2888,20628
2026-01-10,Karnataka,Mysore,573512,0,3,2,6,0,11,0,0,6,3,0,9,6,1650,3713,5157,7220,2888,20628
2026-01-11,Karnataka,Mysore,573512,7,28,26,37,6,104,4,10,29,20,7,70,23,1650,3713,5157,7220,2888,20628
2026-01-12,Karnataka,Mysore,573512,37,122,113,158,32,462,19,44,120,84,34,301,96,1650,3713,5157,7220,2888,20628
2026-01-13,Karnataka,Mysore,573512,34,99,92,126,31,382,18,36,94,67,29,244,75,1650,3713,5157,7220,2888,20628
2026-01-14,Karnataka,Mysore,573512,7,27,25,36,5,100,3,9,28,19,7,66,23,1650,3713,5157,7220,2888,20628
2026-01-15,Karnataka,Mysore,573512,5,10,10,13,5,43,3,4,9,6,3,25,6,1650,3713,5157,7220,2888,20628
2025-10-18,Karnataka,Mysore,563905,0,0,0,1,0,1,0,0,3,2,0,5,4,563,1268,1761,2466,986,7044
2025-10-19,Karnataka,Mysore,563905,0,4,3,6,0,13,0,2,9,6,1,18,9,563,1268,1761,2466,986,7044
2025-10-20,Karnataka,Mysore,563905,7,26,24,34,6,97,6,14,40,28,11,99,38,563,1268,1761,2466,986,7044
2025-10-21,Karnataka,Mysore,563905,0,11,9,17,0,37,0,6,26,17,4,53,26,563,1268,1761,2466,986,7044
2025-10-22,Karnataka,Mysore,563905,11,20,19,24,11,85,7,10,23,17,9,66,20,563,1268,1761,2466,986,7044
2025-10-23,Karnataka,Mysore,563905,0,3,3,5,0,11,0,2,7,4,1,14,7,563,1268,1761,2466,986,7044
2025-10-24,Karnataka,Mysore,563905,0,3,3,6,0,12,0,2,10,6,1,19,10,563,1268,1761,2466,986,7044
2025-10-25,Karnataka,Mysore,563905,2,6,5,7,2,22,1,3,8,6,2,20,8,563,1268,1761,2466,986,7044
2025-10-26,Karnataka,Mysore,563905,4,10,9,12,4,39,3,5,13,10,4,35,12,563,1268,1761,2466,986,7044
2025-10-27,Karnataka,Mysore,563905,0,20,18,29,0,67,2,11,40,26,8,87,39,563,1268,1761,2466,986,7044
2025-10-28,Karnataka,Mysore,563905,9,25,23,32,8,97,6,14,36,26,11,93,34,563,1268,1761,2466,986,7044
2025-10-29,Karnataka,Mysore,563905,2,10,9,13,1,35,2,5,16,11,4,38,16,563,1268,1761,2466,986,7044
2025-10-30,Karnataka,Mysore,563905,7,10,10,12,7,46,4,5,10,8,5,32,8,563,1268,1761,2466,986,7044
2025-10-31,Karnataka,Mysore,563905,7,11,11,13,7,49,4,6,12,9,5,36,10,563,1268,1761,2466,986,7044
2025-11-01,Karnataka,Mysore,563905,6,9,8,10,6,39,3,4,9,7,4,27,7,563,1268,1761,2466,986,7044
2025-11-02,Karnataka,Mysore,563905,3,7,7,9,2,28,2,4,10,7,3,26,9,563,1268,1761,2466,986,7044
2025-11-03,Karnataka,Mysore,563905,5,21,19,28,4,77,4,11,34,23,9,81,32,563,1268,1761,2466,986,7044
2025-11-04,Karnataka,Mysore,563905,5,15,14,20,4,58,4,8,23,16,6,57,22,563,1268,1761,2466,986,7044
2025-11-05,Karnataka,Mysore,563905,2,4,4,6,2,18,1,2,6,4,2,15,5,563,1268,1761,2466,986,7044
2025-11-06,Karnataka,Mysore,563905,0,0,0,0,0,0,0,0,0,0,0,0,0,563,1268,1761,2466,986,7044
2025-11-07,Karnataka,Mysore,563905,0,0,0,0,0,0,0,0,0,0,0,0,1,563,1268,1761,2466,986,7044
2025-11-08,Karnataka,Mysore,563905,13,15,15,15,13,71,0,0,0,0,0,0,0,563,1268,1761,2466,986,7044
2025-11-09,Karnataka,Mysore,563905,0,3,3,4,0,10,0,2,6,4,1,13,6,563,1268,1761,2466,986,7044
2025-11-10,Karnataka,Mysore,563905,0,13,11,18,0,42,2,7,24,16,5,54,24,563,1268,1761,2466,986,7044
2025-11-11,Karnataka,Mysore,563905,7,15,14,19,6,61,4,8,20,14,6,52,18,563,1268,1761,2466,986,7044
2025-11-12,Karnataka,Mysore,563905,0,0,0,0,0,0,0,0,0,0,0,0,0,563,1268,1761,2466,986,7044
2025-11-13,Karnataka,Mysore,563905,2,3,3,4,2,14,1,1,3,2,1,8,2,563,1268,1761,2466,986,7044
2025-11-14,Karnataka,Mysore,563905,0,0,0,0,0,0,0,0,0,0,0,0,0,563,1268,1761,2466,986,7044
2025-11-15,Karnataka,Mysore,563905,2,4,4,5,2,17,1,2,5,4,2,14,4,563,1268,1761,2466,986,7044
2025-11-16,Karnataka,Mysore,563905,13,18,17,20,13,81,7,9,15,12,8,51,13,563,1268,1761,2466,986,7044
2025-11-17,Karnataka,Mysore,563905,0,17,15,24,0,56,2,9,33,22,7,73,32,563,1268,1761,2466,986,7044
2025-11-18,Karnataka,Mysore,563905,11,25,24,31,10,101,7,13,33,24,11,88,30,563,1268,1761,2466,986,7044
2025-11-19,Karnataka,Mysore,563905,10,18,17,21,10,76,6,9,20,15,8,58,17,563,1268,1761,2466,986,7044
2025-11-20,Karnataka,Mysore,563905,1,4,4,6,1,16,1,2,6,4,2,15,6,563,1268,1761,2466,986,7044
2025-11-21,Karnataka,Mysore,563905,2,8,7,10,2,29,2,4,11,8,3,28,11,563,1268,1761,2466,986,7044
2025-11-22,Karnataka,Mysore,563905,11,15,14,16,11,67,6,7,13,10,7,43,11,563,1268,1761,2466,986,7044
2025-11-23,Karnataka,Mysore,563905,3,9,8,12,3,35,2,5,13,9,4,33,12,563,1268,1761,2466,986,7044
2025-11-24,Karnataka,Mysore,563905,11,33,30,42,10,126,8,18,48,34,14,122,45,563,1268,1761,2466,986,7044
2025-11-25,Karnataka,Mysore,563905,9,26,24,33,8,100,6,14,37,26,11,94,35,563,1268,1761,2466,986,7044
2025-11-26,Karnataka,Mysore,563905,0,8,7,12,0,27,1,4,17,11,3,36,16,563,1268,1761,2466,986,7044
2025-11-27,Karnataka,Mysore,563905,0,4,4,6,0,14,0,2,8,5,2,17,8,563,1268,1761,2466,986,7044
2025-11-28,Karnataka,Mysore,563905,8,14,13,16,8,59,4,7,15,11,6,43,13,563,1268,1761,2466,986,7044
2025-11-29,Karnataka,Mysore,563905,0,1,1,2,0,4,0,0,5,3,0,8,5,563,1268,1761,2466,986,7044
2025-11-30,Karnataka,Mysore,563905,0,1,0,3,0,4,0,1,8,4,0,13,8,563,1268,1761,2466,986,7044
2025-12-01,Karnataka,Mysore,563905,8,26,24,34,7,99,6,14,40,28,11,99,37,563,1268,1761,2466,986,7044
2025-12-02,Karnataka,Mysore,563905,10,22,21,28,9,90,6,12,30,22,10,80,27,563,1268,1761,2466,986,7044
2025-12-03,Karnataka,Mysore,563905,0,3,3,5,0,11,0,2,8,5,1,16,7,563,1268,1761,2466,986,7044
2025-12-04,Karnataka,Mysore,563905,9,10,10,10,9,48,4,5,6,5,5,25,4,563,1268,1761,2466,986,7044
2025-12-05,Karnataka,Mysore,563905,0,0,0,0,0,0,0,0,0,0,0,0,1,563,1268,1761,2466,986,7044
2025-12-06,Karnataka,Mysore,563905,2,4,3,4,2,15,1,2,4,3,1,11,4,563,1268,1761,2466,986,7044
2025-12-07,Karnataka,Mysore,563905,6,10,9,11,6,42,3,5,10,8,4,30,9,563,1268,1761,2466,986,7044
2025-12-08,Karnataka,Mysore,563905,0,4,2,9,0,15,0,2,19,11,0,32,20,563,1268,1761,2466,986,7044
2025-12-09,Karnataka,Mysore,563905,2,10,9,13,1,35,2,5,17,11,4,39,16,563,1268,1761,2466,986,7044
2025-12-10,Karnataka,Mysore,563905,0,0,0,0,0,0,0,0,0,0,0,0,0,563,1268,1761,2466,986,7044
2025-12-11,Karnataka,Mysore,563905,0,0,0,0,0,0,0,0,0,0,0,0,0,563,1268,1761,2466,986,7044
2025-12-12,Karnataka,Mysore,563905,2,3,3,3,2,13,1,1,2,2,1,7,2,563,1268,1761,2466,986,7044
2025-12-13,Karnataka,Mysore,563905,6,8,7,8,6,35,3,4,6,5,3,21,5,563,1268,1761,2466,986,7044
2025-12-14,Karnataka,Mysore,563905,3,7,6,8,2,26,2,3,9,6,3,23,8,563,1268,1761,2466,986,7044
2025-12-15,Karnataka,Mysore,563905,19,35,34,42,18,148,11,19,42,31,16,119,37,563,1268,1761,2466,986,7044
2025-12-16,Karnataka,Mysore,563905,12,24,23,29,11,99,7,13,30,22,11,83,27,563,1268,1761,2466,986,7044
2025-12-17,Karnataka,Mysore,563905,0,2,1,4,0,7,0,1,8,5,0,14,8,563,1268,1761,2466,986,7044
2025-12-18,Karnataka,Mysore,563905,5,7,7,8,5,32,2,3,6,5,3,19,5,563,1268,1761,2466,986,7044
2025-12-19,Karnataka,Mysore,563905,1,5,4,6,0,16,1,2,8,5,2,18,8,563,1268,1761,2466,986,7044
2025-12-20,Karnataka,Mysore,563905,4,7,7,9,4,31,2,4,9,6,3,24,8,563,1268,1761,2466,986,7044
2025-12-21,Karnataka,Mysore,563905,1,6,6,9,0,22,1,3,11,7,2,24,11,563,1268,1761,2466,986,7044
2025-12-22,Karnataka,Mysore,563905,4,25,23,34,3,89,5,14,43,29,10,101,41,563,1268,1761,2466,986,7044
2025-12-23,Karnataka,Mysore,563905,5,22,20,29,5,81,5,12,35,24,9,85,33,563,1268,1761,2466,986,7044
2025-12-24,Karnataka,Mysore,563905,19,28,27,32,19,125,1,5,17,11,3,37,17,563,1268,1761,2466,986,7044
2025-12-25,Karnataka,Mysore,563905,1,6,5,8,1,21,1,3,10,7,2,23,9,563,1268,1761,2466,986,7044
2025-12-26,Karnataka,Mysore,563905,0,5,4,7,0,16,0,3,11,7,1,22,11,563,1268,1761,2466,986,7044
2025-12-27,Karnataka,Mysore,563905,1,5,5,7,1,19,1,3,8,5,2,19,7,563,1268,1761,2466,986,7044
2025-12-28,Karnataka,Mysore,563905,18,24,23,26,18,109,0,2,10,6,1,19,10,563,1268,1761,2466,986,7044
2025-12-29,Karnataka,Mysore,563905,2,21,19,29,1,72,3,12,39,26,8,88,38,563,1268,1761,2466,986,7044
2025-12-30,Karnataka,Mysore,563905,5,19,18,25,4,71,4,10,31,21,8,74,29,563,1268,1761,2466,986,7044
2025-12-31,Karnataka,Mysore,563905,3,9,8,12,2,34,2,5,14,9,4,34,13,563,1268,1761,2466,986,7044
2026-01-01,Karnataka,Mysore,563905,4,5,5,6,4,24,2,2,4,3,2,13,3,563,1268,1761,2466,986,7044
2026-01-02,Karnataka,Mysore,563905,3,4,4,5,2,18,1,2,4,3,2,12,4,563,1268,1761,2466,986,7044
2026-01-03,Karnataka,Mysore,563905,4,6,6,7,4,27,2,3,6,5,3,19,5,563,1268,1761,2466,986,7044
2026-01-04,Karnataka,Mysore,563905,0,4,4,6,0,14,0,2,8,5,1,16,7,563,1268,1761,2466,986,7044
2026-01-05,Karnataka,Mysore,563905,6,20,19,26,5,76,5,11,31,22,8,77,29,563,1268,1761,2466,986,7044
2026-01-06,Karnataka,Mysore,563905,7,16,15,20,6,64,4,9,22,16,7,58,20,563,1268,1761,2466,986,7044
2026-01-07,Karnataka,Mysore,563905,0,0,0,0,0,0,0,0,0,0,0,0,0,563,1268,1761,2466,986,7044
2026-01-08,Karnataka,Mysore,563905,1,1,1,2,1,6,0,1,2,1,0,4,1,563,1268,1761,2466,986,7044
2026-01-09,Karnataka,Mysore,563905,0,0,0,0,0,0,0,0,0,0,0,0,0,563,1268,1761,2466,986,7044
2026-01-10,Karnataka,Mysore,563905,0,2,2,2,0,6,0,1,3,2,0,6,3,563,1268,1761,2466,986,7044
2026-01-11,Karnataka,Mysore,563905,1,5,5,7,1,19,1,3,8,5,2,19,7,563,1268,1761,2466,986,7044
2026-01-12,Karnataka,Mysore,563905,0,12,10,18,0,40,1,7,26,17,4,55,25,563,1268,1761,2466,986,7044
2026-01-13,Karnataka,Mysore,563905,11,22,21,27,11,92,7,12,27,20,10,76,24,563,1268,1761,2466,986,7044
2026-01-14,Karnataka,Mysore,563905,0,0,0,1,0,1,0,0,4,2,0,6,5,563,1268,1761,2466,986,7044
2026-01-15,Karnataka,Mysore,563905,0,0,0,0,0,0,0,0,1,0,0,1,1,563,1268,1761,2466,986,7044
2025-10-18,Karnataka,Hubli,571903,20,48,46,60,19,193,11,19,45,33,16,124,107,4267,9602,13336,18671,7468,53344
2025-10-19,Karnataka,Hubli,571903,23,72,67,93,21,276,12,27,73,51,21,184,185,4267,9602,13336,18671,7468,53344
2025-10-20,Karnataka,Hubli,571903,96,294,273,378,86,1127,53,110,295,208,87,753,748,4267,9602,13336,18671,7468,53344
2025-10-21,Karnataka,Hubli,571903,52,194,179,253,44,722,29,70,203,141,54,497,530,4267,9602,13336,18671,7468,53344
2025-10-22,Karnataka,Hubli,571903,35,116,108,151,31,441,19,43,119,83,33,297,306,4267,9602,13336,18671,7468,53344
2025-10-23,Karnataka,Hubli,571903,14,53,49,69,12,197,8,19,55,38,14,134,144,4267,9602,13336,18671,7468,53344
2025-10-24,Karnataka,Hubli,571903,28,90,83,116,25,342,15,33,91,64,26,229,233,4267,9602,13336,18671,7468,53344
2025-10-25,Karnataka,Hubli,571903,12,50,46,66,10,184,7,18,53,37,13,128,141,4267,9602,13336,18671,7468,53344
2025-10-26,Karnataka,Hubli,571903,23,81,75,106,20,305,13,30,84,58,23,208,218,4267,9602,13336,18671,7468,53344
2025-10-27,Karnataka,Hubli,571903,85,293,271,381,74,1104,47,108,302,211,83,751,782,4267,9602,13336,18671,7468,53344
2025-10-28,Karnataka,Hubli,571903,60,216,199,281,52,808,33,79,224,156,61,553,584,4267,9602,13336,18671,7468,53344
2025-10-29,Karnataka,Hubli,571903,37,120,111,155,32,455,20,44,122,85,34,305,313,4267,9602,13336,18671,7468,53344
2025-10-30,Karnataka,Hubli,571903,15,46,43,59,13,176,8,17,46,32,13,116,116,4267,9602,13336,18671,7468,53344
2025-10-31,Karnataka,Hubli,571903,8,40,37,54,6,145,4,14,45,30,10,103,121,4267,9602,13336,18671,7468,53344
2025-11-01,Karnataka,Hubli,571903,11,39,36,51,9,146,6,14,41,28,11,100,107,4267,9602,13336,18671,7468,53344
2025-11-02,Karnataka,Hubli,571903,15,61,56,80,13,225,8,22,64,44,16,154,169,4267,9602,13336,18671,7468,53344
2025-11-03,Karnataka,Hubli,571903,67,229,212,296,59,863,37,84,235,164,65,585,606,4267,9602,13336,18671,7468,53344
2025-11-04,Karnataka,Hubli,571903,49,158,147,204,43,601,27,59,161,113,46,406,412,4267,9602,13336,18671,7468,53344
2025-11-05,Karnataka,Hubli,571903,24,58,55,72,22,231,13,22,54,39,19,147,131,4267,9602,13336,18671,7468,53344
2025-11-06,Karnataka,Hubli,571903,6,14,13,18,5,56,3,5,13,9,4,34,32,4267,9602,13336,18671,7468,53344
2025-11-07,Karnataka,Hubli,571903,0,8,7,11,0,26,0,2,10,6,1,19,30,4267,9602,13336,18671,7468,53344
2025-11-08,Karnataka,Hubli,571903,1,14,13,20,0,48,1,4,17,11,3,36,48,4267,9602,13336,18671,7468,53344
2025-11-09,Karnataka,Hubli,571903,18,52,49,67,16,202,9,19,52,37,15,132,131,4267,9602,13336,18671,7468,53344
2025-11-10,Karnataka,Hubli,571903,45,167,155,219,38,624,25,61,176,122,46,430,460,4267,9602,13336,18671,7468,53344
2025-11-11,Karnataka,Hubli,571903,30,112,103,146,26,417,17,41,117,81,31,287,305,4267,9602,13336,18671,7468,53344
2025-11-12,Karnataka,Hubli,571903,8,24,22,31,7,92,4,9,24,17,7,61,60,4267,9602,13336,18671,7468,53344
2025-11-13,Karnataka,Hubli,571903,6,14,13,18,5,56,3,5,13,10,4,35,32,4267,9602,13336,18671,7468,53344
2025-11-14,Karnataka,Hubli,571903,4,12,11,16,3,46,2,4,12,9,3,30,32,4267,9602,13336,18671,7468,53344
2025-11-15,Karnataka,Hubli,571903,6,27,24,35,5,97,3,9,29,19,7,67,77,4267,9602,13336,18671,7468,53344
2025-11-16,Karnataka,Hubli,571903,21,65,61,84,18,249,11,24,66,46,19,166,168,4267,9602,13336,18671,7468,53344
2025-11-17,Karnataka,Hubli,571903,82,260,241,335,72,990,45,97,263,185,76,666,672,4267,9602,13336,18671,7468,53344
2025-11-18,Karnataka,Hubli,571903,56,191,177,248,49,721,31,70,196,137,55,489,506,4267,9602,13336,18671,7468,53344
2025-11-19,Karnataka,Hubli,571903,30,101,93,130,27,381,17,37,103,72,29,258,265,4267,9602,13336,18671,7468,53344
2025-11-20,Karnataka,Hubli,571903,23,60,56,76,21,236,12,23,58,41,18,152,142,4267,9602,13336,18671,7468,53344
2025-11-21,Karnataka,Hubli,571903,40,105,98,132,36,411,21,40,101,72,32,266,248,4267,9602,13336,18671,7468,53344
2025-11-22,Karnataka,Hubli,571903,20,59,54,75,18,226,10,22,58,41,17,148,147,4267,9602,13336,18671,7468,53344
